Date,median_transaction_fee14stdUSD
2016/07/25,0.001
2016/07/26,0.001
2016/07/27,0.001
2016/07/28,0.001
2016/07/29,0.001
2016/07/30,0.001
2016/07/31,0.001
2016/08/01,0.001
2016/08/02,0.001
2016/08/03,0.001
2016/08/04,0.001
2016/08/05,0.001
2016/08/06,0.001
2016/08/07,0.001
2016/08/08,0.001
2016/08/09,0.001
2016/08/10,0.001
2016/08/11,0.001
2016/08/12,0.001
2016/08/13,0.001
2016/08/14,0.001
2016/08/15,0.001
2016/08/16,0
2016/08/17,0
2016/08/18,0
2016/08/19,0
2016/08/20,0
2016/08/21,0
2016/08/22,0
2016/08/23,0
2016/08/24,0
2016/08/25,0
2016/08/26,0
2016/08/27,0
2016/08/28,0
2016/08/29,0
2016/08/30,0
2016/08/31,0
2016/09/01,0
2016/09/02,0.001
2016/09/03,0.001
2016/09/04,0.001
2016/09/05,0.001
2016/09/06,0.001
2016/09/07,0.001
2016/09/08,0.001
2016/09/09,0.001
2016/09/10,0.001
2016/09/11,0.001
2016/09/12,0.001
2016/09/13,0
2016/09/14,0
2016/09/15,0
2016/09/16,0
2016/09/17,0
2016/09/18,0
2016/09/19,0
2016/09/20,0
2016/09/21,0.001
2016/09/22,0.001
2016/09/23,0.003
2016/09/24,0.003
2016/09/25,0.004
2016/09/26,0.005
2016/09/27,0.006
2016/09/28,0.006
2016/09/29,0.005
2016/09/30,0.005
2016/10/01,0.005
2016/10/02,0.005
2016/10/03,0.004
2016/10/04,0.004
2016/10/05,0.004
2016/10/06,0.004
2016/10/07,0.004
2016/10/08,0.004
2016/10/09,0.004
2016/10/10,0.004
2016/10/11,0.004
2016/10/12,0.004
2016/10/13,0.012
2016/10/14,0.012
2016/10/15,0.014
2016/10/16,0.014
2016/10/17,0.014
2016/10/18,0.014
2016/10/19,0.014
2016/10/20,0.014
2016/10/21,0.014
2016/10/22,0.014
2016/10/23,0.014
2016/10/24,0.014
2016/10/25,0.014
2016/10/26,0.014
2016/10/27,0.01
2016/10/28,0.009
2016/10/29,0.007
2016/10/30,0.006
2016/10/31,0.004
2016/11/01,0.001
2016/11/02,0.001
2016/11/03,0.001
2016/11/04,0.001
2016/11/05,0.001
2016/11/06,0.001
2016/11/07,0.001
2016/11/08,0.001
2016/11/09,0.001
2016/11/10,0.001
2016/11/11,0.001
2016/11/12,0
2016/11/13,0
2016/11/14,0
2016/11/15,0
2016/11/16,0
2016/11/17,0
2016/11/18,0
2016/11/19,0
2016/11/20,0
2016/11/21,0
2016/11/22,0
2016/11/23,0
2016/11/24,0.001
2016/11/25,0.001
2016/11/26,0.001
2016/11/27,0.001
2016/11/28,0.001
2016/11/29,0.001
2016/11/30,0.001
2016/12/01,0.001
2016/12/02,0.001
2016/12/03,0.001
2016/12/04,0.001
2016/12/05,0.001
2016/12/06,0.001
2016/12/07,0.001
2016/12/08,0.001
2016/12/09,0.001
2016/12/10,0.001
2016/12/11,0.001
2016/12/12,0.001
2016/12/13,0
2016/12/14,0
2016/12/15,0
2016/12/16,0
2016/12/17,0
2016/12/18,0
2016/12/19,0
2016/12/20,0
2016/12/21,0
2016/12/22,0
2016/12/23,0
2016/12/24,0
2016/12/25,0
2016/12/26,0
2016/12/27,0
2016/12/28,0
2016/12/29,0
2016/12/30,0
2016/12/31,0
2017/01/01,0
2017/01/02,0.001
2017/01/03,0.001
2017/01/04,0.001
2017/01/05,0.001
2017/01/06,0.001
2017/01/07,0.001
2017/01/08,0.001
2017/01/09,0.001
2017/01/10,0.001
2017/01/11,0.001
2017/01/12,0.001
2017/01/13,0.001
2017/01/14,0.001
2017/01/15,0.001
2017/01/16,0.001
2017/01/17,0.001
2017/01/18,0.001
2017/01/19,0.001
2017/01/20,0.001
2017/01/21,0.001
2017/01/22,0.001
2017/01/23,0.001
2017/01/24,0
2017/01/25,0
2017/01/26,0.001
2017/01/27,0.001
2017/01/28,0
2017/01/29,0
2017/01/30,0
2017/01/31,0
2017/02/01,0
2017/02/02,0
2017/02/03,0
2017/02/04,0
2017/02/05,0
2017/02/06,0
2017/02/07,0.001
2017/02/08,0.001
2017/02/09,0.001
2017/02/10,0.001
2017/02/11,0.001
2017/02/12,0.001
2017/02/13,0.001
2017/02/14,0.001
2017/02/15,0.001
2017/02/16,0.001
2017/02/17,0.001
2017/02/18,0.001
2017/02/19,0.001
2017/02/20,0.001
2017/02/21,0.001
2017/02/22,0.001
2017/02/23,0.001
2017/02/24,0.001
2017/02/25,0.001
2017/02/26,0.001
2017/02/27,0.001
2017/02/28,0.001
2017/03/01,0.001
2017/03/02,0.001
2017/03/03,0.002
2017/03/04,0.002
2017/03/05,0.002
2017/03/06,0.002
2017/03/07,0.002
2017/03/08,0.002
2017/03/09,0.002
2017/03/10,0.002
2017/03/11,0.002
2017/03/12,0.001
2017/03/13,0.002
2017/03/14,0.003
2017/03/15,0.003
2017/03/16,0.005
2017/03/17,0.007
2017/03/18,0.008
2017/03/19,0.008
2017/03/20,0.009
2017/03/21,0.009
2017/03/22,0.008
2017/03/23,0.008
2017/03/24,0.007
2017/03/25,0.007
2017/03/26,0.006
2017/03/27,0.006
2017/03/28,0.005
2017/03/29,0.005
2017/03/30,0.005
2017/03/31,0.005
2017/04/01,0.004
2017/04/02,0.004
2017/04/03,0.004
2017/04/04,0.004
2017/04/05,0.003
2017/04/06,0.003
2017/04/07,0.003
2017/04/08,0.003
2017/04/09,0.003
2017/04/10,0.003
2017/04/11,0.003
2017/04/12,0.003
2017/04/13,0.002
2017/04/14,0.002
2017/04/15,0.002
2017/04/16,0.002
2017/04/17,0.003
2017/04/18,0.003
2017/04/19,0.003
2017/04/20,0.003
2017/04/21,0.003
2017/04/22,0.003
2017/04/23,0.003
2017/04/24,0.002
2017/04/25,0.002
2017/04/26,0.001
2017/04/27,0.002
2017/04/28,0.004
2017/04/29,0.006
2017/04/30,0.007
2017/05/01,0.009
2017/05/02,0.01
2017/05/03,0.011
2017/05/04,0.011
2017/05/05,0.013
2017/05/06,0.013
2017/05/07,0.013
2017/05/08,0.012
2017/05/09,0.011
2017/05/10,0.008
2017/05/11,0.006
2017/05/12,0.006
2017/05/13,0.005
2017/05/14,0.004
2017/05/15,0.004
2017/05/16,0.004
2017/05/17,0.003
2017/05/18,0.004
2017/05/19,0.006
2017/05/20,0.01
2017/05/21,0.014
2017/05/22,0.021
2017/05/23,0.025
2017/05/24,0.031
2017/05/25,0.036
2017/05/26,0.036
2017/05/27,0.035
2017/05/28,0.034
2017/05/29,0.033
2017/05/30,0.033
2017/05/31,0.037
2017/06/01,0.036
2017/06/02,0.034
2017/06/03,0.032
2017/06/04,0.033
2017/06/05,0.033
2017/06/06,0.034
2017/06/07,0.036
2017/06/08,0.038
2017/06/09,0.036
2017/06/10,0.032
2017/06/11,0.035
2017/06/12,0.045
2017/06/13,0.052
2017/06/14,0.055
2017/06/15,0.054
2017/06/16,0.052
2017/06/17,0.048
2017/06/18,0.046
2017/06/19,0.043
2017/06/20,0.047
2017/06/21,0.142
2017/06/22,0.161
2017/06/23,0.173
2017/06/24,0.18
2017/06/25,0.176
2017/06/26,0.175
2017/06/27,0.175
2017/06/28,0.173
2017/06/29,0.166
2017/06/30,0.169
2017/07/01,0.175
2017/07/02,0.182
2017/07/03,0.184
2017/07/04,0.192
2017/07/05,0.17
2017/07/06,0.159
2017/07/07,0.139
2017/07/08,0.111
2017/07/09,0.102
2017/07/10,0.102
2017/07/11,0.102
2017/07/12,0.064
2017/07/13,0.032
2017/07/14,0.033
2017/07/15,0.035
2017/07/16,0.039
2017/07/17,0.034
2017/07/18,0.031
2017/07/19,0.029
2017/07/20,0.027
2017/07/21,0.024
2017/07/22,0.022
2017/07/23,0.019
2017/07/24,0.019
2017/07/25,0.02
2017/07/26,0.02
2017/07/27,0.02
2017/07/28,0.019
2017/07/29,0.02
2017/07/30,0.016
2017/07/31,0.013
2017/08/01,0.016
2017/08/02,0.016
2017/08/03,0.016
2017/08/04,0.016
2017/08/05,0.017
2017/08/06,0.019
2017/08/07,0.022
2017/08/08,0.025
2017/08/09,0.032
2017/08/10,0.035
2017/08/11,0.038
2017/08/12,0.039
2017/08/13,0.037
2017/08/14,0.034
2017/08/15,0.034
2017/08/16,0.044
2017/08/17,0.043
2017/08/18,0.052
2017/08/19,0.048
2017/08/20,0.046
2017/08/21,0.043
2017/08/22,0.041
2017/08/23,0.041
2017/08/24,0.04
2017/08/25,0.04
2017/08/26,0.04
2017/08/27,0.04
2017/08/28,0.038
2017/08/29,0.041
2017/08/30,0.045
2017/08/31,0.083
2017/09/01,0.091
2017/09/02,0.092
2017/09/03,0.089
2017/09/04,0.088
2017/09/05,0.086
2017/09/06,0.097
2017/09/07,0.104
2017/09/08,0.12
2017/09/09,0.113
2017/09/10,0.107
2017/09/11,0.109
2017/09/12,0.113
2017/09/13,0.122
2017/09/14,0.122
2017/09/15,0.121
2017/09/16,0.122
2017/09/17,0.121
2017/09/18,0.121
2017/09/19,0.126
2017/09/20,0.118
2017/09/21,0.109
2017/09/22,0.071
2017/09/23,0.066
2017/09/24,0.064
2017/09/25,0.064
2017/09/26,0.064
2017/09/27,0.063
2017/09/28,0.063
2017/09/29,0.063
2017/09/30,0.05
2017/10/01,0.037
2017/10/02,0.032
2017/10/03,0.032
2017/10/04,0.032
2017/10/05,0.03
2017/10/06,0.031
2017/10/07,0.026
2017/10/08,0.026
2017/10/09,0.025
2017/10/10,0.026
2017/10/11,0.025
2017/10/12,0.024
2017/10/13,0.023
2017/10/14,0.025
2017/10/15,0.025
2017/10/16,0.026
2017/10/17,0.043
2017/10/18,0.053
2017/10/19,0.067
2017/10/20,0.073
2017/10/21,0.082
2017/10/22,0.091
2017/10/23,0.09
2017/10/24,0.09
2017/10/25,0.092
2017/10/26,0.092
2017/10/27,0.095
2017/10/28,0.089
2017/10/29,0.081
2017/10/30,0.074
2017/10/31,0.075
2017/11/01,0.079
2017/11/02,0.086
2017/11/03,0.087
2017/11/04,0.087
2017/11/05,0.087
2017/11/06,0.085
2017/11/07,0.081
2017/11/08,0.088
2017/11/09,0.098
2017/11/10,0.097
2017/11/11,0.097
2017/11/12,0.092
2017/11/13,0.084
2017/11/14,0.071
2017/11/15,0.074
2017/11/16,0.076
2017/11/17,0.076
2017/11/18,0.071
2017/11/19,0.065
2017/11/20,0.044
2017/11/21,0.029
2017/11/22,0.028
2017/11/23,0.033
2017/11/24,0.036
2017/11/25,0.036
2017/11/26,0.043
2017/11/27,0.049
2017/11/28,0.053
2017/11/29,0.056
2017/11/30,0.056
2017/12/01,0.052
2017/12/02,0.039
2017/12/03,0.038
2017/12/04,0.037
2017/12/05,0.066
2017/12/06,0.118
2017/12/07,0.224
2017/12/08,0.29
2017/12/09,0.34
2017/12/10,0.347
2017/12/11,0.342
2017/12/12,0.344
2017/12/13,0.334
2017/12/14,0.356
2017/12/15,0.355
2017/12/16,0.324
2017/12/17,0.29
2017/12/18,0.261
2017/12/19,0.235
2017/12/20,0.234
2017/12/21,0.243
2017/12/22,0.242
2017/12/23,0.238
2017/12/24,0.246
2017/12/25,0.263
2017/12/26,0.284
2017/12/27,0.299
2017/12/28,0.296
2017/12/29,0.288
2017/12/30,0.29
2017/12/31,0.295
2018/01/01,0.294
2018/01/02,0.284
2018/01/03,0.247
2018/01/04,0.223
2018/01/05,0.664
2018/01/06,1.071
2018/01/07,1.293
2018/01/08,1.484
2018/01/09,1.627
2018/01/10,1.933
2018/01/11,1.994
2018/01/12,1.916
2018/01/13,1.84
2018/01/14,1.714
2018/01/15,1.56
2018/01/16,1.399
2018/01/17,1.25
2018/01/18,1.104
2018/01/19,1.159
2018/01/20,1.196
2018/01/21,1.234
2018/01/22,1.317
2018/01/23,1.317
2018/01/24,0.99
2018/01/25,0.762
2018/01/26,0.831
2018/01/27,0.716
2018/01/28,0.629
2018/01/29,0.557
2018/01/30,0.549
2018/01/31,0.562
2018/02/01,0.524
2018/02/02,0.486
2018/02/03,0.43
2018/02/04,0.388
2018/02/05,0.424
2018/02/06,0.436
2018/02/07,0.42
2018/02/08,0.412
2018/02/09,0.421
2018/02/10,0.428
2018/02/11,0.437
2018/02/12,0.384
2018/02/13,0.387
2018/02/14,0.388
2018/02/15,0.197
2018/02/16,0.12
2018/02/17,0.064
2018/02/18,0.089
2018/02/19,0.085
2018/02/20,0.077
2018/02/21,0.086
2018/02/22,0.108
2018/02/23,0.111
2018/02/24,0.111
2018/02/25,0.116
2018/02/26,0.128
2018/02/27,0.137
2018/02/28,0.137
2018/03/01,0.136
2018/03/02,0.134
2018/03/03,0.135
2018/03/04,0.102
2018/03/05,0.096
2018/03/06,0.088
2018/03/07,0.088
2018/03/08,0.086
2018/03/09,0.109
2018/03/10,0.131
2018/03/11,0.152
2018/03/12,0.167
2018/03/13,0.187
2018/03/14,0.195
2018/03/15,0.203
2018/03/16,0.197
2018/03/17,0.204
2018/03/18,0.189
2018/03/19,0.167
2018/03/20,0.135
2018/03/21,0.09
2018/03/22,0.061
2018/03/23,0.046
2018/03/24,0.044
2018/03/25,0.04
2018/03/26,0.028
2018/03/27,0.028
2018/03/28,0.028
2018/03/29,0.028
2018/03/30,0.031
2018/03/31,0.035
2018/04/01,0.034
2018/04/02,0.037
2018/04/03,0.036
2018/04/04,0.035
2018/04/05,0.034
2018/04/06,0.031
2018/04/07,0.032
2018/04/08,0.032
2018/04/09,0.025
2018/04/10,0.022
2018/04/11,0.015
2018/04/12,0.009
2018/04/13,0.012
2018/04/14,0.013
2018/04/15,0.014
2018/04/16,0.016
2018/04/17,0.016
2018/04/18,0.02
2018/04/19,0.021
2018/04/20,0.028
2018/04/21,0.027
2018/04/22,0.026
2018/04/23,0.025
2018/04/24,0.033
2018/04/25,0.043
2018/04/26,0.048
2018/04/27,0.058
2018/04/28,0.064
2018/04/29,0.077
2018/04/30,0.085
2018/05/01,0.08
2018/05/02,0.078
2018/05/03,0.074
2018/05/04,0.071
2018/05/05,0.063
2018/05/06,0.054
2018/05/07,0.044
2018/05/08,0.041
2018/05/09,0.046
2018/05/10,0.086
2018/05/11,0.1
2018/05/12,0.099
2018/05/13,0.103
2018/05/14,0.123
2018/05/15,0.14
2018/05/16,0.147
2018/05/17,0.156
2018/05/18,0.156
2018/05/19,0.151
2018/05/20,0.138
2018/05/21,0.117
2018/05/22,0.1
2018/05/23,0.088
2018/05/24,0.088
2018/05/25,0.088
2018/05/26,0.065
2018/05/27,0.073
2018/05/28,0.073
2018/05/29,0.07
2018/05/30,0.072
2018/05/31,0.085
2018/06/01,0.089
2018/06/02,0.091
2018/06/03,0.093
2018/06/04,0.092
2018/06/05,0.088
2018/06/06,0.088
2018/06/07,0.089
2018/06/08,0.091
2018/06/09,0.105
2018/06/10,0.12
2018/06/11,0.138
2018/06/12,0.146
2018/06/13,0.148
2018/06/14,0.128
2018/06/15,0.109
2018/06/16,0.119
2018/06/17,0.133
2018/06/18,0.128
2018/06/19,0.118
2018/06/20,0.101
2018/06/21,0.085
2018/06/22,0.074
2018/06/23,0.083
2018/06/24,0.09
2018/06/25,0.09
2018/06/26,0.09
2018/06/27,0.088
2018/06/28,0.08
2018/06/29,0.053
2018/06/30,0.14
2018/07/01,0.43
2018/07/02,0.622
2018/07/03,0.803
2018/07/04,0.821
2018/07/05,0.819
2018/07/06,0.854
2018/07/07,0.849
2018/07/08,0.811
2018/07/09,0.787
2018/07/10,0.765
2018/07/11,0.745
2018/07/12,0.702
2018/07/13,0.65
2018/07/14,0.633
2018/07/15,0.623
2018/07/16,0.62
2018/07/17,0.533
2018/07/18,0.544
2018/07/19,0.564
2018/07/20,0.475
2018/07/21,0.371
2018/07/22,0.37
2018/07/23,0.371
2018/07/24,0.379
2018/07/25,0.387
2018/07/26,0.387
2018/07/27,0.376
2018/07/28,0.205
2018/07/29,0.075
2018/07/30,0.07
2018/07/31,0.07
2018/08/01,0.069
2018/08/02,0.071
2018/08/03,0.064
2018/08/04,0.054
2018/08/05,0.055
2018/08/06,0.029
2018/08/07,0.061
2018/08/08,0.29
2018/08/09,0.373
2018/08/10,0.382
2018/08/11,0.379
2018/08/12,0.377
2018/08/13,0.375
2018/08/14,0.373
2018/08/15,0.369
2018/08/16,0.367
2018/08/17,0.365
2018/08/18,0.362
2018/08/19,0.362
2018/08/20,0.364
2018/08/21,0.369
2018/08/22,0.281
2018/08/23,0.156
2018/08/24,0.098
2018/08/25,0.099
2018/08/26,0.101
2018/08/27,0.101
2018/08/28,0.101
2018/08/29,0.1
2018/08/30,0.1
2018/08/31,0.024
2018/09/01,0.023
2018/09/02,0.021
2018/09/03,0.019
2018/09/04,0.019
2018/09/05,0.019
2018/09/06,0.019
2018/09/07,0.019
2018/09/08,0.017
2018/09/09,0.014
2018/09/10,0.014
2018/09/11,0.014
2018/09/12,0.012
2018/09/13,0.014
2018/09/14,0.014
2018/09/15,0.014
2018/09/16,0.012
2018/09/17,0.01
2018/09/18,0.011
2018/09/19,0.019
2018/09/20,0.021
2018/09/21,0.028
2018/09/22,0.027
2018/09/23,0.026
2018/09/24,0.026
2018/09/25,0.026
2018/09/26,0.026
2018/09/27,0.028
2018/09/28,0.029
2018/09/29,0.032
2018/09/30,0.029
2018/10/01,0.028
2018/10/02,0.027
2018/10/03,0.031
2018/10/04,0.034
2018/10/05,0.038
2018/10/06,0.049
2018/10/07,0.052
2018/10/08,0.052
2018/10/09,0.054
2018/10/10,0.053
2018/10/11,0.053
2018/10/12,0.05
2018/10/13,0.048
2018/10/14,0.047
2018/10/15,0.04
2018/10/16,0.028
2018/10/17,0.028
2018/10/18,0.028
2018/10/19,0.028
2018/10/20,0.024
2018/10/21,0.023
2018/10/22,0.022
2018/10/23,0.022
2018/10/24,0.022
2018/10/25,0.025
2018/10/26,0.026
2018/10/27,0.024
2018/10/28,0.022
2018/10/29,0.021
2018/10/30,0.02
2018/10/31,0.02
2018/11/01,0.019
2018/11/02,0.02
2018/11/03,0.02
2018/11/04,0.02
2018/11/05,0.023
2018/11/06,0.026
2018/11/07,0.027
2018/11/08,0.028
2018/11/09,0.028
2018/11/10,0.029
2018/11/11,0.032
2018/11/12,0.032
2018/11/13,0.033
2018/11/14,0.032
2018/11/15,0.032
2018/11/16,0.032
2018/11/17,0.034
2018/11/18,0.035
2018/11/19,0.033
2018/11/20,0.029
2018/11/21,0.027
2018/11/22,0.024
2018/11/23,0.023
2018/11/24,0.025
2018/11/25,0.024
2018/11/26,0.025
2018/11/27,0.027
2018/11/28,0.024
2018/11/29,0.017
2018/11/30,0.02
2018/12/01,0.02
2018/12/02,0.02
2018/12/03,0.02
2018/12/04,0.018
2018/12/05,0.018
2018/12/06,0.018
2018/12/07,0.018
2018/12/08,0.021
2018/12/09,0.024
2018/12/10,0.025
2018/12/11,0.026
2018/12/12,0.027
2018/12/13,0.026
2018/12/14,0.018
2018/12/15,0.018
2018/12/16,0.018
2018/12/17,0.017
2018/12/18,0.015
2018/12/19,0.013
2018/12/20,0.013
2018/12/21,0.014
2018/12/22,0.013
2018/12/23,0.015
2018/12/24,0.018
2018/12/25,0.02
2018/12/26,0.019
2018/12/27,0.019
2018/12/28,0.019
2018/12/29,0.017
2018/12/30,0.013
2018/12/31,0.012
2019/01/01,0.012
2019/01/02,0.012
2019/01/03,0.012
2019/01/04,0.013
2019/01/05,0.012
2019/01/06,0.012
2019/01/07,0.01
2019/01/08,0.009
2019/01/09,0.009
2019/01/10,0.009
2019/01/11,0.009
2019/01/12,0.01
2019/01/13,0.01
2019/01/14,0.013
2019/01/15,0.014
2019/01/16,0.014
2019/01/17,0.014
2019/01/18,0.013
2019/01/19,0.014
2019/01/20,0.014
2019/01/21,0.014
2019/01/22,0.014
2019/01/23,0.014
2019/01/24,0.014
2019/01/25,0.014
2019/01/26,0.013
2019/01/27,0.014
2019/01/28,0.011
2019/01/29,0.008
2019/01/30,0.008
2019/01/31,0.008
2019/02/01,0.007
2019/02/02,0.007
2019/02/03,0.007
2019/02/04,0.007
2019/02/05,0.007
2019/02/06,0.007
2019/02/07,0.006
2019/02/08,0.006
2019/02/09,0.006
2019/02/10,0.006
2019/02/11,0.008
2019/02/12,0.008
2019/02/13,0.009
2019/02/14,0.009
2019/02/15,0.011
2019/02/16,0.011
2019/02/17,0.011
2019/02/18,0.016
2019/02/19,0.019
2019/02/20,0.021
2019/02/21,0.021
2019/02/22,0.021
2019/02/23,0.02
2019/02/24,0.021
2019/02/25,0.021
2019/02/26,0.02
2019/02/27,0.018
2019/02/28,0.015
2019/03/01,0.016
2019/03/02,0.017
2019/03/03,0.019
2019/03/04,0.022
2019/03/05,0.023
2019/03/06,0.023
2019/03/07,0.023
2019/03/08,0.023
2019/03/09,0.024
2019/03/10,0.023
2019/03/11,0.022
2019/03/12,0.02
2019/03/13,0.018
2019/03/14,0.011
2019/03/15,0.011
2019/03/16,0.011
2019/03/17,0.011
2019/03/18,0.011
2019/03/19,0.011
2019/03/20,0.01
2019/03/21,0.008
2019/03/22,0.008
2019/03/23,0.008
2019/03/24,0.008
2019/03/25,0.008
2019/03/26,0.008
2019/03/27,0.008
2019/03/28,0.008
2019/03/29,0.008
2019/03/30,0.008
2019/03/31,0.007
2019/04/01,0.007
2019/04/02,0.008
2019/04/03,0.019
2019/04/04,0.02
2019/04/05,0.02
2019/04/06,0.019
2019/04/07,0.019
2019/04/08,0.019
2019/04/09,0.019
2019/04/10,0.018
2019/04/11,0.018
2019/04/12,0.018
2019/04/13,0.018
2019/04/14,0.017
2019/04/15,0.017
2019/04/16,0.017
2019/04/17,0.01
2019/04/18,0.008
2019/04/19,0.008
2019/04/20,0.01
2019/04/21,0.01
2019/04/22,0.01
2019/04/23,0.01
2019/04/24,0.01
2019/04/25,0.009
2019/04/26,0.008
2019/04/27,0.009
2019/04/28,0.009
2019/04/29,0.01
2019/04/30,0.01
2019/05/01,0.01
2019/05/02,0.01
2019/05/03,0.009
2019/05/04,0.009
2019/05/05,0.009
2019/05/06,0.009
2019/05/07,0.013
2019/05/08,0.013
2019/05/09,0.013
2019/05/10,0.014
2019/05/11,0.013
2019/05/12,0.013
2019/05/13,0.013
2019/05/14,0.018
2019/05/15,0.032
2019/05/16,0.058
2019/05/17,0.065
2019/05/18,0.066
2019/05/19,0.065
2019/05/20,0.065
2019/05/21,0.065
2019/05/22,0.065
2019/05/23,0.062
2019/05/24,0.058
2019/05/25,0.054
2019/05/26,0.052
2019/05/27,0.048
2019/05/28,0.047
2019/05/29,0.047
2019/05/30,0.043
2019/05/31,0.043
2019/06/01,0.043
2019/06/02,0.046
2019/06/03,0.046
2019/06/04,0.043
2019/06/05,0.041
2019/06/06,0.042
2019/06/07,0.042
2019/06/08,0.055
2019/06/09,0.055
2019/06/10,0.071
2019/06/11,0.07
2019/06/12,0.077
2019/06/13,0.077
2019/06/14,0.077
2019/06/15,0.079
2019/06/16,0.079
2019/06/17,0.091
2019/06/18,0.092
2019/06/19,0.093
2019/06/20,0.106
2019/06/21,0.107
2019/06/22,0.103
2019/06/23,0.1
2019/06/24,0.09
2019/06/25,0.103
2019/06/26,0.098
2019/06/27,0.096
2019/06/28,0.101
2019/06/29,0.101
2019/06/30,0.094
2019/07/01,0.102
2019/07/02,0.096
2019/07/03,0.098
2019/07/04,0.096
2019/07/05,0.092
2019/07/06,0.088
2019/07/07,0.092
2019/07/08,0.09
2019/07/09,0.086
2019/07/10,0.09
